Konkani,Hindi,Konkani_Rule_POS
भरून,भरा हुआ,भरून/NOUN
दवरिल्लें,रखा,दवरिल्लें/NOUN
आंगांचेर,आंगांचेर,आंगांचेर/NOUN
वातमार्गांक,वातमार्गांक,वातमार्गांक/NOUN
जाळयो,अलरेस,जाळयो/NOUN
लावच्यो,लाव्चियो,लावच्यो/NOUN
आशिकुशीक,आशिकुशीक,आशिकुशीक/NOUN
जालेंना,ऐसा नहीं हुआ,जालेंना/NOUN
मोबील,जुटाना,मोबील/PRON
डिजल,डिग्ल,डिजल/NOUN
थोड्या,थोड़ा,थोड्या/NOUN
विकासशील,विकासशील,विकासशील/NOUN
देशांत,देश में,देशांत/NOUN
खातिरूच,बेपरवाह,खातिरूच/NOUN
तितले,समान रूप से,तितले/ADJ
हाचें,यह है,हाचें/NOUN
दिवपाची,भव्य,दिवपाची/NOUN
शिफारस,सिफारिश,शिफारस/PART
हालींच्या,पिछले हाल के समय,हालींच्या/ADJ
तेंपार,आयु,तेंपार/NOUN
आवयचे,माँ का,आवयचे/NOUN
प्रतिकारशक्तीचो,भरनेवाला,प्रतिकारशक्तीचो/ADJ
पांवडो,कदम,पांवडो/NOUN
लसीच्या,टीका,लसीच्या/ADJ
डोजा,डोजा,डोजा/NOUN
दुयेंसाच्या,रोग -रोग,दुयेंसाच्या/ADJ
घडणुकांक,घटनाओं के लिए,घडणुकांक/NOUN
विश्व,विश्व,विश्व/NOUN
संघटना,संगठन,संघटना/NOUN
णव,नौ,णव/NOUN
तोपपाची,पित्ताशय,तोपपाची/NOUN
संकेत,संकेत,संकेत/NOUN
थंडेचें,ठंड के जुकाम,थंडेचें/NOUN
तांबडो,रेड,तांबडो/NOUN
दिसूं,के रूप में मैं गधा,दिसूं/NOUN
तरणाट्यां,युवा लोग,तरणाट्यां/NOUN
उद्भवन,उडभवन,उद्भवन/NOUN
12,12,12/NOUN
भायल्यांतल्यान,बाहर,भायल्यांतल्यान/NOUN
कांयच,कुछ -कुछ,कांयच/NOUN
दिसांनी,अंदर,दिसांनी/NOUN
स्वासोस्वासाच्या,स्वर,स्वासोस्वासाच्या/ADJ
मार्गार,मार्गर,मार्गार/PRON
थळावो,देशी,थळावो/NOUN
पातळटा,स्तनों,पातळटा/NOUN
आख्ख्या,सभी,आख्ख्या/NOUN
रिगप,रिगप,रिगप/NOUN
दुयेंसाची,दो -दून,दुयेंसाची/NOUN
मदलो,बीच के मध्य,मदलो/ADJ
गालगुटां,गालगुटां,गालगुटां/NOUN
पॅराटायटीस,परत का प्रदाह,पॅराटायटीस/PART
जबड्याचे,जबड़ा,जबड्याचे/NOUN
ग्रथींनी,द्वारा,ग्रथींनी/NOUN
दुखपाक,दुखपाक,दुखपाक/VERB
लाळग्रंथी,गैलबोन,लाळग्रंथी/NOUN
कानाचे,फुफ्फुसीय,कानाचे/NOUN
वटेन,साइड की ओर,वटेन/NOUN
गालां,तमाम,गालां/NOUN
अनुक्रमान,प्रमाणित,अनुक्रमान/NOUN
सकयल्या,श्रेष्ठ,सकयल्या/NOUN
गालगुटांच्या,बहुत खराब,गालगुटांच्या/ADJ
तोंडूय,तोंडूय,तोंडूय/NOUN
सुकूंक,ड्राईिंग एस।,सुकूंक/NOUN
रुबेला,रुबेला,रुबेला/NOUN
जर्मन,जर्मन,जर्मन/NOUN
मिजल्स,मिजल्स,मिजल्स/PART
धामीची,अव्यवस्था,धामीची/NOUN
किशोरावस्थेंतल्यांक,टेशोराओ,किशोरावस्थेंतल्यांक/NOUN
नांवा,नाम,नांवा/NOUN
पुरतो,पराटो,पुरतो/NOUN
पिडेचीं,शारीरिक रूप से,पिडेचीं/NOUN
रोगाची,पस्टरॉन,रोगाची/NOUN
व्हडली,अधिक,व्हडली/ADJ
अडचण,कठिनाई,अडचण/NOUN
जल्मदोश,जल्मदोश,जल्मदोश/NOUN
रुबेलाच,रूबेला,रुबेलाच/NOUN
कळना,मुझें नहीं पता,कळना/NOUN
उपरासपाक,उपरासपाक,उपरासपाक/VERB
सौम्य,कोमल,सौम्य/NOUN
लायव,लायव,लायव/NOUN
एट्युन्युएटेड,अछूता,एट्युन्युएटेड/NOUN
वासिनाच्या,वासिना,वासिनाच्या/ADJ
प्रभावकारी,असरदार,प्रभावकारी/NOUN
लसींत,टीका,लसींत/NOUN
वेगळीं,अलग की उम्र,वेगळीं/NOUN
स्टेन,स्टेन,स्टेन/NOUN
नस्ल,नस्ल,नस्ल/NOUN
वासिनाचो,वासिनाचो,वासिनाचो/ADJ
एमएमआरा,एमएमआरा,एमएमआरा/NOUN
कडच्यान,बोतल,कडच्यान/NOUN
जीणभर,जन्मजात,जीणभर/NOUN
तशींच,वे एक ही हैं,तशींच/NOUN
हुरहुर्‍या,खरोंचना,हुरहुर्‍या/NOUN
उखलिल्ल्या,उखलिल्ल्या,उखलिल्ल्या/NOUN
पावलाचो,पावलाचो,पावलाचो/ADJ
वासिनाची,वासिना,वासिनाची/NOUN
मुळावी,अच्छा,मुळावी/PRON
संवसारीक,दुनिया,संवसारीक/NOUN
हुरहुर्‍याचो,चक्रवात,हुरहुर्‍याचो/ADJ
नायनाट,हानिकारक,नायनाट/NOUN
पावना,मत लो,पावना/NOUN
मानता,मानता,मानता/NOUN
डब्लूएचओ,डब्लूएचओ,डब्लूएचओ/NOUN
युनिसॅफ,युनिसॅफ,युनिसॅफ/NOUN
दोगांय,दोनों,दोगांय/NOUN
दिवपा,दिया गया,दिवपा/NOUN
हुरहुर्‍यांतल्यान,तूफान,हुरहुर्‍यांतल्यान/NOUN
दुसरें,दूसरा,दुसरें/NOUN
लावप,स्लिंग,लावप/NOUN
अवेवस्था,अवेवस्था,अवेवस्था/NOUN
विचार,सोचा,विचार/NOUN
करपाचे,को,करपाचे/NOUN
